1,0.0,485165195.41,52.08
200,1.3,485165195.41,1.07
400,2.1,485165195.41,1.21
600,2.9,485165195.41,3.07
800,3.7,322982577.51,8.05
1000,4.4,10315780.53,7.58
1200,5.2,1346857.28,11.74
1400,6.0,302641.05,12.35
1600,6.7,96547.78,13.23
1800,7.4,45188.36,14.07
2000,8.2,25349.74,9.53
2200,9.0,16075.36,10.75
2400,9.8,11033.23,10.10
2600,10.6,8371.86,8.42
2800,11.5,6333.29,10.40
3000,12.3,5221.20,8.58
3200,13.1,4235.66,7.52
3400,14.0,3666.37,6.94
3600,14.6,3227.58,7.15
3800,15.3,2898.82,9.37
4000,15.9,2579.85,8.95
4200,16.6,2349.22,7.67
4400,17.4,2197.56,8.35
4600,18.1,1962.96,7.99
4800,18.8,1875.10,10.90
5000,19.6,1819.80,7.06
5200,20.3,1719.68,6.44
5400,21.1,1697.90,6.40
5600,21.9,1569.78,6.99
5800,22.6,1554.34,6.55
6000,23.4,1473.08,6.03
6200,24.1,1431.72,4.97
6400,24.8,1451.74,6.43
6600,25.5,1376.07,9.66
6800,26.2,1334.26,7.07
7000,26.9,1306.36,7.02
7200,27.5,1272.51,7.40
7400,28.2,1246.69,6.95
7600,28.9,1201.55,5.92
7800,29.6,1163.35,8.79
8000,30.4,1164.92,5.95
8200,31.1,1149.72,6.31
8400,31.8,1147.86,5.40
8600,32.5,1101.13,6.83
8800,33.2,1056.54,5.73
9000,33.8,1059.91,6.01
9200,34.5,1036.17,5.80
9400,35.2,1034.32,5.66
9600,35.9,1024.16,5.45
9800,36.6,984.31,5.02
10000,37.2,980.18,5.26
10200,37.9,973.60,7.24
10400,38.6,957.71,4.66
10600,39.3,954.83,5.67
10800,40.0,942.01,4.95
11000,40.6,927.29,4.55
11200,41.3,918.84,5.20
11400,42.0,920.46,4.72
11600,42.7,902.63,5.57
11800,43.4,909.86,5.74
12000,44.1,906.08,4.90
12200,44.8,906.77,5.24
12400,45.5,906.65,5.22
12600,46.3,896.17,4.94
12800,47.0,863.83,4.86
13000,47.7,884.72,4.99
13200,48.4,899.90,8.18
13400,49.1,904.32,6.27
13600,49.8,898.68,7.55
13800,50.4,886.20,7.44
14000,51.1,891.01,7.41
14200,51.8,874.24,8.43
14400,52.4,869.50,7.91
14600,53.2,863.20,7.92
14800,53.9,866.13,7.81
15000,54.5,854.82,7.48
15200,55.2,843.03,7.04
15400,55.9,844.85,7.60
15600,56.7,840.67,6.34
15800,57.3,849.55,7.70
16000,58.0,814.67,7.21
16200,58.8,818.66,6.50
16400,59.4,812.71,7.33
16600,60.1,813.20,6.48
16800,61.0,811.38,7.07
17000,61.7,811.80,5.83
17200,62.4,816.19,7.27
17400,63.0,803.95,6.33
17600,63.7,798.53,6.78
17800,64.4,797.74,7.01
18000,65.2,796.95,5.76
18200,66.0,793.89,6.65
18400,66.7,779.43,7.08
18600,67.4,775.86,7.29
18800,68.1,762.50,5.78
19000,68.8,766.70,6.53
19200,69.6,760.32,5.65
19400,70.4,756.46,6.62
19600,71.2,773.20,6.14
19800,72.0,756.89,6.03
20000,72.7,760.29,5.86
20200,73.4,751.17,5.49
20400,74.0,744.57,5.34
20600,74.7,745.47,6.89
20800,75.3,747.36,7.38
21000,75.9,732.86,6.67
21200,76.6,729.48,6.74
21400,77.2,741.63,6.77
21600,77.8,747.07,5.40
21800,78.5,752.52,6.31
22000,79.2,733.65,5.84
22200,79.8,740.97,6.63
22400,80.4,730.31,6.03
22600,81.1,731.82,6.20
22800,81.8,729.20,5.68
23000,82.4,731.32,5.73
23200,83.0,736.72,6.32
23400,83.8,724.45,5.70
23600,84.5,736.49,5.94
23800,85.1,729.93,5.61
24000,85.7,723.59,5.62
24200,86.3,720.59,5.49
24400,86.9,724.27,5.21
24600,87.6,734.06,4.25
24800,88.4,732.77,6.19
25000,89.0,720.38,5.50
25200,89.7,711.19,6.53
25400,90.4,708.85,5.14
25600,91.1,712.22,5.60
25800,91.8,717.70,5.11
26000,92.5,715.44,5.99
26200,93.1,723.66,5.22
26400,93.8,725.37,5.68
26600,94.4,707.59,4.85
26800,95.2,706.88,4.96
27000,95.8,713.51,5.82
27200,96.4,712.05,5.16
27400,97.1,705.54,5.28
27600,97.7,711.32,5.08
27800,98.3,706.82,4.89
28000,99.1,706.67,5.76
28200,99.7,701.65,4.85
28400,100.4,708.74,4.82
28600,101.1,707.22,4.75
28800,101.8,704.35,4.81
29000,102.5,711.82,4.10
29200,103.1,714.89,5.09
29400,103.8,718.80,5.19
29600,104.6,705.44,5.84
29800,105.3,715.22,4.79
30000,106.1,706.38,5.13
30200,106.8,707.32,5.38
30400,107.4,712.91,4.85
30600,108.0,705.98,4.66
30800,108.7,689.46,4.90
31000,109.3,692.14,4.18
31200,110.1,694.50,4.40
31400,110.8,699.73,4.37
31600,111.5,705.17,4.60
31800,112.2,689.70,4.37
32000,113.1,687.51,4.13
32200,113.9,688.06,4.98
32400,114.6,694.45,4.25
32600,115.3,690.25,3.76
32800,116.0,688.25,4.57
33000,116.7,684.96,3.41
33200,117.5,703.78,4.14
33400,118.3,694.82,4.34
33600,119.1,689.95,3.48
33800,119.8,681.73,4.42
34000,120.5,684.49,4.20
34200,121.2,690.81,4.25
34400,122.1,685.42,4.02
34600,122.8,679.19,4.33
34800,123.5,686.57,4.21
35000,124.4,684.18,3.71
35200,125.2,687.85,4.22
35400,126.0,682.17,4.23
35600,126.7,672.98,3.91
35800,127.3,676.49,3.92
36000,128.1,672.01,3.46
36200,128.8,678.72,3.79
36400,129.4,679.42,3.01
36600,130.2,666.62,3.78
36800,131.0,678.68,3.82
37000,131.8,667.95,2.97
37200,132.7,669.77,3.65
37400,133.4,658.51,3.49
37600,134.3,652.62,3.87
37800,135.1,661.97,3.48
38000,135.7,668.27,3.45
38200,136.5,664.17,3.44
38400,137.3,668.31,3.22
38600,138.1,666.49,3.26
38800,139.0,660.43,2.67
39000,139.9,661.63,3.60
39200,140.6,658.89,3.40
39400,141.2,659.23,3.30
39600,141.9,665.03,3.50
39800,142.5,657.53,3.42
40000,143.2,660.69,3.31
40200,143.8,651.87,3.33
40400,144.5,656.50,3.00
40600,145.1,656.05,3.12
40800,145.8,644.67,2.98
41000,146.4,647.29,3.16
41200,147.1,662.78,3.16
41400,147.7,648.99,3.18
41600,148.4,652.41,2.74
41800,149.1,657.51,2.93
42000,149.8,656.31,2.66
42200,150.4,642.01,2.92
42400,151.1,648.66,2.71
42600,151.7,645.23,2.93
42800,152.4,652.39,3.25
43000,153.0,649.39,3.47
43200,153.8,647.32,2.96
43400,154.4,652.45,2.71
43600,155.1,645.67,2.87
43800,155.7,647.92,3.09
44000,156.5,645.96,2.76
44200,157.1,651.58,2.79
44400,157.8,647.05,2.87
44600,158.4,641.84,2.91
44800,159.1,637.72,2.45
45000,159.7,641.80,2.75
45200,160.4,638.60,2.98
45400,161.1,634.93,2.69
45600,161.9,644.43,2.72
45800,162.7,637.04,2.49
46000,163.3,639.97,2.59
46200,164.0,630.23,2.37
46400,164.7,628.83,2.45
46600,165.4,625.17,2.51
46800,166.1,628.58,2.55
47000,166.7,639.25,2.21
47200,167.4,620.67,2.32
47400,168.2,626.45,2.85
47600,168.9,624.40,2.47
47800,169.7,619.87,2.21
48000,170.4,619.42,2.36
48200,171.2,620.93,2.39
48400,171.8,630.68,2.27
48600,172.6,621.04,2.62
48800,173.4,622.99,2.40
49000,174.0,613.50,2.00
49200,174.9,621.63,2.30
49400,175.8,627.69,2.13
49600,176.6,626.23,2.26
49800,177.3,631.05,2.17
50000,178.0,617.87,2.44
50200,178.7,613.41,2.15
50400,179.3,614.66,2.29
50600,180.0,612.61,2.18
50800,180.6,626.22,2.23
51000,181.2,622.31,2.40
51200,181.9,623.62,2.28
51400,182.5,617.43,2.39
51600,183.1,620.78,2.45
51800,183.8,624.21,2.56
52000,184.5,611.25,2.36
52200,185.1,628.79,2.24
52400,185.8,619.46,2.02
52600,186.4,618.33,2.23
52800,187.1,616.63,1.87
53000,187.7,610.36,2.06
53200,188.4,613.12,2.03
53400,189.0,612.06,2.10
53600,189.6,617.31,2.05
53800,190.3,613.56,1.90
54000,191.0,620.18,2.21
54200,191.6,612.72,2.07
54400,192.3,612.93,2.20
54600,193.0,603.74,1.83
54800,193.8,610.81,1.87
55000,194.5,607.54,1.89
55200,195.2,603.94,2.21
55400,195.8,605.33,1.69
55600,196.3,592.98,1.95
55800,197.1,594.42,1.85
56000,197.8,592.83,1.99
56200,198.5,595.34,2.01
56400,199.2,603.78,1.96
56600,199.9,599.83,1.83
56800,200.6,603.15,1.84
57000,201.4,599.42,1.80
57200,202.2,594.28,1.92
57400,202.9,596.27,2.04
57600,203.6,599.57,1.68
57800,204.2,592.36,1.81
58000,204.9,595.52,1.75
58200,205.6,595.38,1.75
58400,206.3,594.88,1.86
58600,206.9,587.25,1.70
58800,207.6,595.83,1.59
59000,208.3,598.84,1.96
59200,209.0,585.08,1.81
59400,209.7,592.22,2.08
59600,210.3,594.36,1.91
59800,211.0,593.32,1.75
60000,211.7,584.38,1.81
60200,212.4,579.13,1.70
60400,213.1,587.28,1.83
60600,213.7,589.85,1.87
60800,214.5,584.68,1.75
61000,215.2,585.98,1.81
61200,215.8,575.46,1.57
61400,216.5,579.97,1.64
61600,217.2,574.07,1.89
61800,217.9,582.72,1.67
62000,218.6,568.27,1.66
62200,219.4,574.61,1.67
62400,220.1,578.29,1.60
62600,220.8,581.18,1.57
62800,221.5,577.82,1.77
63000,222.2,573.04,1.65
63200,222.8,564.65,1.68
63400,223.5,569.02,1.68
63600,224.2,573.18,1.63
63800,224.9,580.02,1.75
64000,225.6,575.51,1.67
64200,226.2,574.61,1.92
64400,226.9,585.26,1.90
64600,227.5,577.84,1.78
64800,228.2,573.59,1.73
65000,228.8,572.18,1.56
65200,229.4,564.74,1.68
65400,230.1,570.51,1.81
65600,230.7,570.54,1.61
65800,231.4,574.92,1.61
66000,232.0,575.91,1.60
66200,232.6,569.21,1.63
66400,233.2,564.24,1.47
66600,233.9,566.29,1.69
66800,234.5,564.14,1.69
67000,235.1,570.81,1.63
67200,235.8,573.51,1.67
67400,236.4,561.46,1.62
67600,237.1,572.92,1.52
67800,237.8,574.00,1.59
68000,238.5,567.38,1.62
68200,239.2,571.39,1.62
68400,239.8,562.83,1.62
68600,240.5,561.78,1.57
68800,241.2,551.75,1.59
69000,241.9,572.45,1.68
69200,242.5,560.75,1.70
69400,243.2,567.07,1.53
69600,243.9,560.86,1.71
69800,244.6,566.41,1.52
70000,245.2,562.10,1.59
70200,246.0,563.15,1.70
70400,246.9,554.99,1.51
70600,247.6,555.06,1.53
70800,248.3,556.88,1.57
71000,249.0,550.95,1.63
71200,249.9,552.56,1.57
71400,250.7,558.82,1.61
71600,251.5,559.34,1.49
71800,252.3,561.46,1.58
72000,253.1,560.13,1.51
72200,253.7,558.66,1.60
72400,254.4,562.62,1.54
72600,255.2,561.88,1.61
72800,256.0,555.05,1.73
73000,256.9,561.03,1.72
73200,257.7,552.80,1.56
73400,258.6,546.48,1.66
73600,259.4,549.67,1.58
73800,260.1,550.26,1.46
74000,260.9,556.75,1.55
74200,261.6,549.38,1.49
74400,262.3,555.80,1.51
74600,262.9,551.14,1.52
74800,263.6,551.60,1.59
75000,264.3,547.06,1.55
75200,265.0,550.83,1.50
75400,265.7,557.05,1.79
75600,266.4,546.60,1.71
75800,267.1,546.06,1.49
76000,267.8,558.82,1.77
76200,268.5,550.16,1.66
76400,269.1,547.10,1.68
76600,269.8,544.88,1.58
76800,270.5,546.55,1.51
77000,271.2,551.64,1.62
77200,271.9,553.81,1.88
77400,272.5,547.62,1.54
77600,273.2,550.34,1.49
77800,273.9,547.12,1.72
78000,274.6,553.90,1.56
78200,275.4,549.04,1.61
78400,276.0,547.60,1.64
78600,276.7,549.23,1.52
78800,277.4,547.24,1.52
79000,278.2,544.28,1.54
79200,278.8,552.26,1.49
79400,279.5,545.05,1.53
79600,280.2,545.09,1.54
79800,280.9,538.82,1.69
80000,281.5,539.19,1.68
80200,282.2,538.37,1.69
80400,282.9,537.89,1.53
80600,283.6,538.62,1.61
80800,284.3,531.91,1.58
81000,285.0,539.73,1.41
81200,285.8,541.85,1.60
81400,286.6,534.29,1.54
81600,287.2,533.95,1.50
81800,287.9,530.83,1.49
82000,288.6,536.62,1.60
82200,289.3,534.41,1.79
82400,289.9,534.05,1.67
82600,290.6,532.45,1.48
82800,291.3,524.43,1.59
83000,291.9,532.71,1.59
83200,292.6,530.65,1.64
83400,293.3,532.94,1.56
83600,294.0,527.50,1.63
83800,294.6,530.59,1.62
84000,295.3,531.31,1.62
84200,296.0,531.47,1.70
84400,296.7,527.34,1.70
84600,297.4,524.35,1.83
84800,298.0,529.73,1.61
85000,298.7,518.33,1.66
85200,299.4,518.00,1.73
85400,300.1,523.94,1.66
85600,300.8,516.32,1.75
85800,301.5,513.46,1.55
86000,302.1,517.13,1.74
86200,302.8,518.80,1.61
86400,303.5,521.41,1.80
86600,304.2,518.91,1.83
86800,304.8,515.81,1.70
87000,305.6,523.85,1.63
87200,306.3,521.32,1.73
87400,306.9,515.30,1.76
87600,307.6,516.72,1.67
87800,308.3,517.20,1.71
88000,308.9,515.22,1.68
88200,309.5,518.01,1.75
88400,310.1,515.64,1.65
88600,310.8,513.73,1.72
88800,311.5,519.75,1.71
89000,312.1,516.44,1.71
89200,312.8,511.98,1.73
89400,313.5,510.58,1.67
89600,314.2,510.30,2.02
89800,314.8,514.84,1.76
90000,315.5,511.11,1.76
90200,316.2,506.72,1.75
90400,316.9,507.49,1.70
90600,317.5,505.79,1.63
90800,318.2,506.36,1.65
91000,318.9,506.95,1.68
91200,319.5,513.19,1.76
91400,320.1,515.65,1.87
91600,320.8,510.39,1.82
91800,321.4,502.25,1.86
92000,322.1,504.91,1.61
92200,322.8,508.73,1.61
92400,323.6,503.59,1.74
92600,324.3,512.56,1.71
92800,325.0,505.72,1.72
93000,325.7,507.49,1.75
93200,326.3,502.11,1.77
93400,327.0,511.22,1.88
93600,327.7,501.29,1.75
93800,328.3,497.77,1.94
94000,329.0,504.87,1.80
94200,329.7,498.39,1.85
94400,330.3,501.76,1.92
94600,331.0,501.10,1.98
94800,331.7,502.62,1.88
95000,332.4,494.11,1.99
95200,333.0,498.59,1.89
95400,333.7,498.30,1.86
95600,334.3,498.38,1.91
95800,334.9,495.46,1.94
96000,335.6,493.91,1.81
96200,336.2,497.05,1.89
96400,336.9,498.01,2.15
96600,337.5,495.87,2.04
96800,338.1,496.80,2.14
97000,338.7,493.57,2.10
97200,339.3,490.45,2.01
97400,340.0,498.40,1.91
97600,340.7,498.42,1.93
97800,341.4,497.90,1.95
98000,342.0,493.10,2.14
98200,342.7,486.86,2.15
98400,343.5,489.87,1.89
98600,344.2,487.16,1.95
98800,345.1,485.76,2.09
99000,345.9,487.89,1.98
99200,346.6,488.30,2.14
99400,347.4,492.14,1.88
99600,348.2,491.51,2.00
99800,348.9,487.68,2.10
100000,349.7,495.88,2.10
1,0.0,485165195.41,38.12
200,1.2,485165195.41,1.05
400,2.0,485165195.41,1.06
600,2.8,485165195.41,1.37
800,3.5,485165195.41,1.60
1000,4.3,12192137.35,4.25
1200,4.9,1478397.16,7.19
1400,5.7,349538.94,8.61
1600,6.4,113804.54,8.43
1800,7.1,53166.71,7.47
2000,7.9,27551.13,7.92
2200,8.6,17407.33,6.34
2400,9.3,11209.35,6.25
2600,10.0,8197.43,7.36
2800,10.8,6121.75,5.16
3000,11.3,5021.45,5.77
3200,11.9,4161.06,7.38
3400,12.5,3549.55,6.43
